id,category,rank,english,korean,example,datasetVersion,sourceType
1246,Work English,96,Let's focus on the root cause.,근본 원인에 집중하자.,Let's focus on the root cause.,2.0,curated-speaking-core
1247,Work English,97,Let's not change too much at once.,한 번에 너무 많이 바꾸지 말자.,Let's not change too much at once.,2.0,curated-speaking-core
1248,Work English,98,We can improve this later.,이건 나중에 개선할 수 있어.,We can improve this later.,2.0,curated-speaking-core
1249,Work English,99,This is enough for the first version.,첫 버전엔 이 정도면 충분해.,This is enough for the first version.,2.0,curated-speaking-core
1250,Work English,100,We can add it in the next phase.,다음 단계에 추가할 수 있어.,We can add it in the next phase.,2.0,curated-speaking-core
1251,Work English,101,This is out of scope.,이건 범위 밖이야.,This is out of scope for this release.,2.0,curated-speaking-core
1252,Work English,102,This is in scope.,이건 범위 안이야.,This is in scope for this sprint.,2.0,curated-speaking-core
1253,Work English,103,Let's confirm the scope.,범위를 확인하자.,Let's confirm the scope first.,2.0,curated-speaking-core
1254,Work English,104,What's the deadline?,마감이 언제야?,What's the deadline for this task?,2.0,curated-speaking-core
1255,Work English,105,Can we meet the deadline?,마감 맞출 수 있어?,Can we meet the deadline?,2.0,curated-speaking-core
1256,Work English,106,We're behind schedule.,일정이 밀렸어.,We're behind schedule.,2.0,curated-speaking-core
1257,Work English,107,We're on schedule.,일정대로야.,We're on schedule.,2.0,curated-speaking-core
1258,Work English,108,We're ahead of schedule.,일정보다 빨라.,We're ahead of schedule.,2.0,curated-speaking-core
1259,Work English,109,This will take longer than expected.,예상보다 오래 걸릴 거야.,This will take longer than expected.,2.0,curated-speaking-core
1260,Work English,110,This should be quick.,이건 금방 될 거야.,This should be quick.,2.0,curated-speaking-core
1261,Work English,111,It will take about an hour.,한 시간 정도 걸릴 거야.,It will take about an hour.,2.0,curated-speaking-core
1262,Work English,112,I'll update you once it's done.,끝나면 업데이트할게.,I'll update you once it's done.,2.0,curated-speaking-core
1263,Work English,113,I'll keep you posted.,계속 진행상황 공유할게.,I'll keep you posted.,2.0,curated-speaking-core
1264,Work English,114,I'll send an update tomorrow.,내일 업데이트 보낼게.,I'll send an update tomorrow.,2.0,curated-speaking-core
1265,Work English,115,No update yet.,아직 업데이트 없어.,No update yet.,2.0,curated-speaking-core
1266,Work English,116,There is a new update.,새 업데이트가 있어.,There is a new update.,2.0,curated-speaking-core
1267,Work English,117,The status has changed.,상태가 바뀌었어.,The status has changed.,2.0,curated-speaking-core
1268,Work English,118,Nothing has changed.,바뀐 건 없어.,Nothing has changed.,2.0,curated-speaking-core
1269,Work English,119,We need to check the latest version.,최신 버전을 확인해야 해.,We need to check the latest version.,2.0,curated-speaking-core
1270,Work English,120,Please use the latest version.,최신 버전 사용해줘.,Please use the latest version.,2.0,curated-speaking-core
1271,Work English,121,This is the latest version.,이게 최신 버전이야.,This is the latest version.,2.0,curated-speaking-core
1272,Work English,122,The old version is no longer supported.,구버전은 더 이상 지원 안 돼.,The old version is no longer supported.,2.0,curated-speaking-core
1273,Work English,123,This is backward compatible.,하위 호환돼.,This is backward compatible.,2.0,curated-speaking-core
1274,Work English,124,This is not backward compatible.,하위 호환 안 돼.,This is not backward compatible.,2.0,curated-speaking-core
1275,Work English,125,We need to update the API.,API 업데이트가 필요해.,We need to update the API.,2.0,curated-speaking-core
1276,Work English,126,The API call failed.,API 호출이 실패했어.,The API call failed.,2.0,curated-speaking-core
1277,Work English,127,The API returned an error.,API가 오류를 반환했어.,The API returned an error.,2.0,curated-speaking-core
1278,Work English,128,The response is empty.,응답이 비어 있어.,The response is empty.,2.0,curated-speaking-core
1279,Work English,129,The request timed out.,요청이 타임아웃됐어.,The request timed out.,2.0,curated-speaking-core
1280,Work English,130,The connection was lost.,연결이 끊겼어.,The connection was lost.,2.0,curated-speaking-core
1281,Work English,131,The data is missing.,데이터가 누락됐어.,The data is missing.,2.0,curated-speaking-core
1282,Work English,132,The data is duplicated.,데이터가 중복됐어.,The data is duplicated.,2.0,curated-speaking-core
1283,Work English,133,The data is inconsistent.,데이터가 불일치해.,The data is inconsistent.,2.0,curated-speaking-core
1284,Work English,134,The data looks correct.,데이터가 정상으로 보여.,The data looks correct.,2.0,curated-speaking-core
1285,Work English,135,The value is null.,값이 null이야.,The value is null.,2.0,curated-speaking-core
1286,Work English,136,The field is required.,이 필드는 필수야.,The field is required.,2.0,curated-speaking-core
1287,Work English,137,The format is invalid.,형식이 잘못됐어.,The format is invalid.,2.0,curated-speaking-core
1288,Work English,138,The permission is missing.,권한이 없어.,The permission is missing.,2.0,curated-speaking-core
1289,Work English,139,Access is denied.,접근이 거부됐어.,Access is denied.,2.0,curated-speaking-core
1290,Work English,140,The server is down.,서버가 내려갔어.,The server is down.,2.0,curated-speaking-core
1291,Work English,141,The server is back up.,서버가 다시 올라왔어.,The server is back up.,2.0,curated-speaking-core
1292,Work English,142,The service is unavailable.,서비스를 사용할 수 없어.,The service is unavailable.,2.0,curated-speaking-core
1293,Work English,143,The service is stable now.,서비스가 지금 안정적이야.,The service is stable now.,2.0,curated-speaking-core
1294,Work English,144,CPU usage is high.,CPU 사용률이 높아.,CPU usage is high.,2.0,curated-speaking-core
1295,Work English,145,Memory usage is high.,메모리 사용률이 높아.,Memory usage is high.,2.0,curated-speaking-core
1296,Work English,146,Latency is high.,지연 시간이 높아.,Latency is high.,2.0,curated-speaking-core
1297,Work English,147,We need to check the logs.,로그를 확인해야 해.,We need to check the logs.,2.0,curated-speaking-core
1298,Work English,148,The logs show an error.,로그에 오류가 보여.,The logs show an error.,2.0,curated-speaking-core
1299,Work English,149,I don't see any errors in the logs.,로그에 오류가 안 보여.,I don't see any errors in the logs.,2.0,curated-speaking-core
1300,Work English,150,The configuration looks wrong.,설정이 잘못된 것 같아.,The configuration looks wrong.,2.0,curated-speaking-core
1301,Work English,151,The configuration looks fine.,설정은 정상으로 보여.,The configuration looks fine.,2.0,curated-speaking-core
1302,Work English,152,We need to restart the service.,서비스 재시작이 필요해.,We need to restart the service.,2.0,curated-speaking-core
1303,Work English,153,The restart fixed the issue.,재시작으로 해결됐어.,The restart fixed the issue.,2.0,curated-speaking-core
1304,Work English,154,We need to clear the cache.,캐시를 비워야 해.,We need to clear the cache.,2.0,curated-speaking-core
1305,Work English,155,The cache is stale.,캐시가 오래됐어.,The cache is stale.,2.0,curated-speaking-core
1306,Work English,156,The database connection failed.,DB 연결이 실패했어.,The database connection failed.,2.0,curated-speaking-core
1307,Work English,157,The query is slow.,쿼리가 느려.,The query is slow.,2.0,curated-speaking-core
1308,Work English,158,We need an index.,인덱스가 필요해.,We need an index on this column.,2.0,curated-speaking-core
1309,Work English,159,The transaction failed.,트랜잭션이 실패했어.,The transaction failed.,2.0,curated-speaking-core
1310,Work English,160,The transaction was rolled back.,트랜잭션이 롤백됐어.,The transaction was rolled back.,2.0,curated-speaking-core
1311,Work English,161,The message was not delivered.,메시지가 전달되지 않았어.,The message was not delivered.,2.0,curated-speaking-core
1312,Work English,162,The event was processed twice.,이벤트가 두 번 처리됐어.,The event was processed twice.,2.0,curated-speaking-core
1313,Work English,163,We need idempotency.,멱등성이 필요해.,We need idempotency here.,2.0,curated-speaking-core
1314,Work English,164,We need retry logic.,재시도 로직이 필요해.,We need retry logic.,2.0,curated-speaking-core
1315,Work English,165,We need error handling.,에러 처리가 필요해.,We need better error handling.,2.0,curated-speaking-core
1316,Work English,166,We need a fallback.,대체 경로가 필요해.,We need a fallback.,2.0,curated-speaking-core
1317,Work English,167,We need to validate the input.,입력값 검증이 필요해.,We need to validate the input.,2.0,curated-speaking-core
1318,Work English,168,We need to sanitize the input.,입력값 정제가 필요해.,We need to sanitize the input.,2.0,curated-speaking-core
1319,Work English,169,We need to map the fields.,필드 매핑이 필요해.,We need to map the fields.,2.0,curated-speaking-core
1320,Work English,170,The mapping is wrong.,매핑이 잘못됐어.,The mapping is wrong.,2.0,curated-speaking-core
1321,Work English,171,The payload is different.,페이로드가 달라.,The payload is different.,2.0,curated-speaking-core
1322,Work English,172,The schema has changed.,스키마가 바뀌었어.,The schema has changed.,2.0,curated-speaking-core
1323,Work English,173,The endpoint has changed.,엔드포인트가 바뀌었어.,The endpoint has changed.,2.0,curated-speaking-core
1324,Work English,174,The token expired.,토큰이 만료됐어.,The token expired.,2.0,curated-speaking-core
1325,Work English,175,Authentication failed.,인증이 실패했어.,Authentication failed.,2.0,curated-speaking-core
1326,Work English,176,Authorization failed.,인가가 실패했어.,Authorization failed.,2.0,curated-speaking-core
1327,Work English,177,We need to refresh the token.,토큰 갱신이 필요해.,We need to refresh the token.,2.0,curated-speaking-core
1328,Work English,178,This endpoint requires authentication.,이 엔드포인트는 인증이 필요해.,This endpoint requires authentication.,2.0,curated-speaking-core
1329,Work English,179,This role doesn't have permission.,이 역할엔 권한이 없어.,This role doesn't have permission.,2.0,curated-speaking-core
1330,Work English,180,We need to update the environment variables.,환경변수 업데이트가 필요해.,We need to update the environment variables.,2.0,curated-speaking-core
1331,Work English,181,This works in local but not in QA.,로컬에서는 되는데 QA에서는 안 돼.,This works in local but not in QA.,2.0,curated-speaking-core
1332,Work English,182,This only happens in production.,운영에서만 발생해.,This only happens in production.,2.0,curated-speaking-core
1333,Work English,183,I tested it locally.,로컬에서 테스트했어.,I tested it locally.,2.0,curated-speaking-core
1334,Work English,184,I tested it in QA.,QA에서 테스트했어.,I tested it in QA.,2.0,curated-speaking-core
1335,Work English,185,I verified it in production.,운영에서 확인했어.,I verified it in production.,2.0,curated-speaking-core
1336,Work English,186,The test passed.,테스트 통과했어.,The test passed.,2.0,curated-speaking-core
1337,Work English,187,The test failed.,테스트 실패했어.,The test failed.,2.0,curated-speaking-core
1338,Work English,188,All tests passed.,모든 테스트 통과했어.,All tests passed.,2.0,curated-speaking-core
1339,Work English,189,We need more test cases.,테스트 케이스가 더 필요해.,We need more test cases.,2.0,curated-speaking-core
1340,Work English,190,This case is not covered.,이 케이스는 커버되지 않아.,This case is not covered.,2.0,curated-speaking-core
1341,Work English,191,This is an edge case.,이건 엣지 케이스야.,This is an edge case.,2.0,curated-speaking-core
1342,Work English,192,This is expected behavior.,이건 정상 동작이야.,This is expected behavior.,2.0,curated-speaking-core
1343,Work English,193,This is unexpected behavior.,이건 비정상 동작이야.,This is unexpected behavior.,2.0,curated-speaking-core
1344,Work English,194,This is a regression.,이건 회귀 결함이야.,This is a regression.,2.0,curated-speaking-core
1345,Work English,195,This worked before.,예전엔 됐어.,This worked before.,2.0,curated-speaking-core
1346,Work English,196,This never worked before.,예전부터 안 됐어.,This never worked before.,2.0,curated-speaking-core
1347,Work English,197,We need to compare with the previous version.,이전 버전과 비교해야 해.,We need to compare with the previous version.,2.0,curated-speaking-core
1348,Work English,198,Let's check the change history.,변경 이력을 확인하자.,Let's check the change history.,2.0,curated-speaking-core
1349,Work English,199,Let's check the commit history.,커밋 이력을 확인하자.,Let's check the commit history.,2.0,curated-speaking-core
1350,Work English,200,Who made this change?,누가 이 변경했어?,Who made this change?,2.0,curated-speaking-core
